Crop Type,Season,Soil Type,Farm Size,Soil Ph,Soil Moisture (%),Rainfall (mm),Avg Temperature (°C),Irrigation Type,Fertilizer Used (kg),Pesticide Used (kg),Seed Quality,Farming Practice,Farmer Experience (years),Access to Credit,Govt. Subsidy Received,Expected Yield (kg per acre),Actual Yield (kg per acre),Yield Success
Maize,Rabi,Black,2.28,8.3,59.8,594.6,23.3,Drip,66.9,3.72,Certified,Organic,37,1,0,2369,2150,0
Wheat,Rabi,Sandy,12.3,5.2,77.9,718,28.3,Drip,11.6,8.28,Local,Mixed,10,0,0,2812,2959,1
Maize,Rabi,Loamy,15.04,6,74.9,612,33.7,Flood,39.1,1.74,Certified,Mixed,9,1,0,1925,3670,1
Rice,Kharif,Loamy,1.62,6,50.2,807.6,35.5,Flood,66.5,2.15,Hybrid,Conventional,24,1,1,2178,3696,1
Sugarcane,Kharif,Sandy,13.52,6.1,67.7,571.3,18,Flood,73,3.74,Local,Mixed,36,1,0,29588,40107,1
Cotton,Rabi,Clay,11.11,5.6,28.1,1450.1,40.5,Drip,111.8,4.38,Certified,Mixed,29,1,0,548,760,1
Maize,Kharif,Sandy,2.96,7.7,78.6,606.7,21.9,Flood,81,3.81,Hybrid,Conventional,29,0,0,2068,3029,1
Maize,Kharif,Black,4.28,5.4,77.9,327.5,23.6,Drip,55.6,7.75,Certified,Conventional,23,1,1,2014,3908,1
Cotton,Kharif,Clay,11.79,7.2,29.8,884.9,24.3,Flood,112.3,1.42,Hybrid,Conventional,27,0,1,335,631,1
Maize,Zaid,Silty,6.63,5.4,38,274.2,18.9,Rainfed,96.3,3.84,Certified,Conventional,31,0,0,2615,1732,0
Rice,Rabi,Black,18.83,5.2,26,343.7,21,Sprinkler,32,8.45,Hybrid,Organic,7,1,0,3147,2215,0
Maize,Kharif,Black,16.56,8.2,36.3,485.2,41.7,Flood,24.4,1.13,Hybrid,Conventional,4,0,0,2453,3549,1
Maize,Kharif,Black,19.69,5.7,69,803.7,25.6,Rainfed,84.3,9.45,Local,Organic,14,0,1,2135,2655,1
Wheat,Kharif,Sandy,5.93,7.9,42.7,763.2,20.8,Flood,71.6,9.87,Local,Mixed,10,1,1,2516,1711,0
Maize,Rabi,Black,19.42,6.9,25.3,1239.6,20.6,Rainfed,96.9,1.34,Certified,Mixed,34,1,0,2749,2857,1
Cotton,Rabi,Silty,9.19,5.3,40.5,1161.3,35.3,Flood,91.3,3.27,Hybrid,Conventional,26,1,1,310,776,1
Cotton,Kharif,Clay,7.6,8.3,78.9,754.2,38.5,Rainfed,78.8,4.04,Certified,Conventional,23,0,0,387,537,1
Wheat,Kharif,Loamy,1.96,5.9,57.8,633.8,24.2,Drip,118.5,7.88,Certified,Conventional,9,0,0,2255,1920,0
Rice,Kharif,Silty,2,8,45,611.4,18.5,Drip,68.7,6.16,Certified,Conventional,37,1,0,2311,2985,1
Cotton,Rabi,Loamy,14.15,5.6,30,1206.2,23.4,Sprinkler,22.4,6.62,Local,Conventional,8,0,1,346,475,1
Sugarcane,Rabi,Sandy,9.7,8,79.2,267.7,19.4,Flood,101.1,7.7,Local,Conventional,14,0,0,36762,34440,0
Rice,Kharif,Silty,5.3,5,69.3,216.7,20.5,Rainfed,37.7,1.62,Certified,Conventional,7,0,1,2338,1904,0
Cotton,Kharif,Clay,12.67,6.8,36.9,1234.2,28.4,Sprinkler,95.5,8.42,Certified,Organic,7,0,1,584,275,0
Sugarcane,Kharif,Sandy,5.8,7.7,24.2,820.3,23.5,Flood,115.3,7.2,Certified,Organic,9,1,0,33681,27563,0
Wheat,Zaid,Silty,11.98,8.3,23.4,370.1,30.4,Flood,86.6,5.98,Hybrid,Organic,3,0,0,1506,1877,1
Maize,Kharif,Loamy,7.82,8.2,27.2,506.2,24.1,Flood,75.6,8.95,Hybrid,Mixed,14,0,0,2611,2535,0
Wheat,Rabi,Clay,16.65,7.9,54.8,1412.3,40.6,Sprinkler,60.6,7.15,Certified,Mixed,17,0,1,1817,2734,1
Rice,Rabi,Clay,16.59,8.1,75.7,1317.4,39.7,Flood,50.1,2.42,Local,Conventional,22,1,1,3188,1690,0
Wheat,Kharif,Loamy,10.07,5.7,49.8,1122.7,31.6,Sprinkler,48.8,4.58,Certified,Conventional,26,1,1,2643,2369,0
Sugarcane,Kharif,Black,7.67,6,70.6,826.9,26.5,Drip,80,5.19,Local,Organic,28,1,1,33048,35858,1
Rice,Kharif,Loamy,7.89,6,46.8,876.4,27.1,Rainfed,92.6,1.02,Hybrid,Conventional,14,1,0,3307,1839,0
Wheat,Rabi,Sandy,16.31,6.3,62.5,1467.8,27.9,Drip,84.6,9.57,Hybrid,Organic,9,0,1,2918,2413,0
Wheat,Rabi,Loamy,7.24,6.4,63.9,1455.5,35.5,Drip,31.8,1.72,Local,Conventional,26,1,0,2788,2578,0
Wheat,Rabi,Loamy,4.97,6.9,30.4,479.8,28.8,Rainfed,64.3,7.13,Local,Mixed,2,0,1,1715,2609,1
Cotton,Rabi,Black,2.61,5.6,41.7,1254.4,38.6,Sprinkler,97.1,5.31,Certified,Organic,11,0,1,397,641,1
Wheat,Kharif,Silty,9.87,7.4,58.2,456.4,40.7,Flood,62.3,0.74,Certified,Mixed,17,0,0,1541,2553,1
Wheat,Zaid,Clay,10.16,5.6,24.2,477.6,26.1,Sprinkler,69,9.29,Local,Organic,34,1,1,2263,2589,1
Maize,Rabi,Loamy,16.98,6.1,41.7,1078.9,31.5,Sprinkler,94.8,8.59,Certified,Conventional,19,0,1,2898,3827,1
Wheat,Kharif,Clay,5.2,6.8,52.1,726.5,20.3,Sprinkler,82.7,5.48,Certified,Organic,39,0,1,1622,2171,1
Rice,Zaid,Loamy,8.24,7.8,79.8,1411,22.8,Sprinkler,55,2.67,Hybrid,Conventional,18,0,1,2756,3228,1
Wheat,Rabi,Silty,16.36,7.6,48.5,315.7,27.9,Flood,108.5,1.66,Local,Organic,13,1,0,2290,2293,1
Rice,Rabi,Clay,16.65,7.3,69,865,22.9,Flood,27.9,3.95,Local,Conventional,5,1,1,2679,2561,0
Rice,Rabi,Loamy,8.31,5.5,45.9,1394.1,39,Flood,119.5,2.93,Local,Conventional,23,1,0,2607,1912,0
Wheat,Rabi,Loamy,9.72,6.9,67.8,1375.3,21.8,Rainfed,23.1,5.31,Hybrid,Conventional,24,1,0,2730,3600,1
Wheat,Rabi,Black,6.76,5.3,55.7,403.5,28.9,Drip,11.6,9.68,Certified,Conventional,29,1,0,2292,3356,1
Cotton,Kharif,Black,18.72,6.3,73.2,676.6,32.5,Flood,107.9,5.96,Hybrid,Mixed,8,0,1,586,320,0
Wheat,Kharif,Clay,3.25,6.4,44.7,1004.9,34.6,Flood,36.9,8.95,Local,Conventional,26,0,0,2610,1770,0
Maize,Zaid,Silty,18.74,5.1,56.3,407.2,27.2,Rainfed,90.3,6.68,Certified,Organic,15,1,1,2180,3521,1
Maize,Kharif,Loamy,13.99,6,57.8,1458.4,38.9,Drip,99.2,5.01,Certified,Conventional,1,1,0,2042,1751,0
Rice,Kharif,Loamy,11.1,8.3,45,1389.2,31.6,Flood,104.5,8.62,Certified,Mixed,28,0,0,2791,2931,1
Maize,Kharif,Silty,1.62,8.3,28.7,417,28.5,Rainfed,119.1,4.98,Hybrid,Conventional,14,1,1,3148,2990,0
Rice,Kharif,Black,10.04,6.2,25.6,357.5,19.6,Sprinkler,42.3,8.75,Local,Conventional,34,0,0,2617,2727,1
Cotton,Rabi,Black,8.75,5.2,21,311,29.2,Rainfed,88.1,3.27,Hybrid,Organic,31,1,0,495,456,0
Rice,Zaid,Sandy,4.06,5.6,72.4,1382.3,37.7,Drip,22.7,1.72,Local,Conventional,6,1,0,3261,2326,0
Wheat,Kharif,Loamy,13.47,6.4,34.2,451.7,32.7,Flood,54.7,8.63,Certified,Conventional,5,1,1,2733,1524,0
Rice,Kharif,Silty,19.45,8.3,32.7,741.2,38,Rainfed,103.3,6.08,Local,Mixed,31,0,0,3219,1425,0
Cotton,Kharif,Loamy,11.68,5.5,64.2,783.5,29.9,Flood,50.4,8.95,Local,Mixed,37,1,0,512,479,0
Wheat,Zaid,Sandy,14.58,7.7,39.2,978.7,20.8,Flood,75,9.41,Certified,Organic,15,0,1,1616,1542,0
Maize,Rabi,Loamy,2.3,5.4,50.4,293.3,18.3,Drip,65.4,1.01,Local,Conventional,15,1,0,2611,3468,1
Rice,Kharif,Silty,8.94,8.4,29.8,494.8,25.3,Rainfed,81.1,5.26,Certified,Conventional,5,1,1,2022,2188,1
Maize,Rabi,Loamy,3.21,6.3,77.6,1410.9,34.8,Flood,117,4.06,Local,Conventional,28,0,1,2915,2526,0
Rice,Zaid,Clay,12.64,7.7,71.1,1380.9,37,Drip,16.1,6.45,Local,Mixed,33,1,0,2626,3774,1
Sugarcane,Rabi,Black,18.83,6.2,71.8,1215.7,25.1,Flood,73.1,8.04,Local,Conventional,11,0,0,27662,26666,0
Rice,Zaid,Clay,13.57,7.2,44.4,225.2,29.9,Flood,104.9,3.17,Hybrid,Conventional,6,1,0,3430,1720,0
Rice,Kharif,Sandy,2.46,5.7,65.7,625.1,28.1,Drip,63,5.79,Certified,Conventional,23,1,0,2999,1806,0
Rice,Rabi,Loamy,7.74,5.5,28.6,1016.3,27.9,Sprinkler,18.6,7.23,Hybrid,Mixed,2,0,1,2151,3679,1
Wheat,Rabi,Clay,11.46,8.3,20.5,557.7,23.6,Drip,71.7,1.78,Hybrid,Conventional,15,0,1,2234,2564,1
Maize,Rabi,Clay,8.66,8.2,21.2,1382.5,21.3,Flood,46.5,8.23,Local,Conventional,23,1,0,2722,2596,0
Rice,Rabi,Clay,16.84,8.1,55.2,1024.1,22.7,Flood,27,6.26,Local,Conventional,22,0,1,2619,2496,0
Sugarcane,Rabi,Black,16.48,7.2,47.3,293.5,19.3,Flood,103.4,9.52,Local,Conventional,9,1,0,30230,29262,0
Wheat,Rabi,Loamy,12.62,7.8,51.1,1381.7,22.8,Rainfed,67.4,3.73,Certified,Mixed,30,0,0,2214,3326,1
Wheat,Kharif,Black,8.1,5.2,20.4,1445.1,18.2,Rainfed,112.7,1.53,Local,Conventional,16,0,1,2994,2415,0
Wheat,Rabi,Sandy,5.85,6.2,45.4,301,33.1,Flood,98.7,5.31,Local,Conventional,30,1,1,1731,3050,1
Wheat,Zaid,Loamy,3.01,6.1,63.1,892.1,25.6,Drip,86.2,1.32,Local,Conventional,9,1,0,2535,2937,1
Maize,Zaid,Sandy,7.74,7.2,46.6,594.4,41.4,Flood,10.6,9.71,Certified,Mixed,1,1,0,2435,3141,1
Rice,Kharif,Sandy,8.85,6.2,63.9,710.7,22.6,Flood,57.1,0.87,Certified,Conventional,38,1,0,3193,3508,1
Rice,Kharif,Silty,13.84,5.5,34,433.5,26.3,Flood,31.7,7.66,Certified,Organic,8,1,0,2296,3877,1
Sugarcane,Kharif,Loamy,13.51,7.1,68.8,951.5,26.6,Flood,110.2,5.49,Hybrid,Conventional,18,0,0,31359,29711,0
Cotton,Rabi,Loamy,2.33,7.9,55.3,1445.4,18.2,Sprinkler,29.2,4,Hybrid,Conventional,27,0,1,366,345,0
Wheat,Rabi,Black,8.51,6.3,32.6,854,38.1,Rainfed,41.5,1.13,Local,Mixed,18,1,1,2447,1127,0
Rice,Kharif,Black,4.45,5.5,34.2,307.8,18.8,Drip,66.9,6.41,Hybrid,Mixed,32,1,1,2249,3471,1
Maize,Rabi,Black,3.98,5.7,57.7,1006,40.6,Flood,39,6.06,Certified,Conventional,32,0,1,1981,1749,0
Wheat,Rabi,Loamy,16.72,5.8,69.8,642.3,39.4,Drip,33.1,3.17,Hybrid,Organic,36,0,1,2461,2882,1
Rice,Rabi,Silty,1.8,6,44.9,1312.7,30.9,Rainfed,75.9,9.15,Local,Mixed,36,1,1,2530,2579,1
Rice,Rabi,Loamy,8.96,7.2,35.5,765.1,31,Drip,19.8,3.39,Local,Conventional,21,1,1,2453,4107,1
Maize,Rabi,Loamy,4.2,7.1,72,450.7,33.7,Drip,16.4,4.77,Local,Conventional,32,1,1,2115,3337,1
Maize,Rabi,Loamy,17.71,7.4,60.2,448.4,27.3,Sprinkler,50.9,5.67,Hybrid,Conventional,31,1,0,3120,2682,0
Rice,Kharif,Sandy,11.58,6.3,46.9,1199.4,33.5,Sprinkler,89.3,1.45,Hybrid,Conventional,37,1,0,2915,3880,1
Rice,Rabi,Clay,5.4,7.9,49.3,545.3,19.1,Sprinkler,71,9.36,Local,Conventional,16,1,1,2102,2275,1
Rice,Rabi,Loamy,10.55,5.7,32.3,1197.4,19.3,Flood,56.5,4.06,Hybrid,Mixed,14,1,0,2109,3395,1
Maize,Zaid,Black,14.9,6.6,57.6,467.7,29,Flood,72.2,1.27,Certified,Mixed,24,0,1,2899,1872,0
Rice,Rabi,Loamy,19.2,7.8,41.5,618.2,31.2,Drip,50.2,4.18,Certified,Conventional,25,1,0,2761,4436,1
Rice,Rabi,Clay,5.19,5.6,79.7,805.1,39.3,Sprinkler,113,6.2,Certified,Conventional,35,1,1,3475,3961,1
Sugarcane,Kharif,Clay,17.84,5.4,48.8,1426.2,20.5,Rainfed,16,5.38,Hybrid,Organic,17,1,0,34427,30925,0
Rice,Rabi,Black,18.75,8.1,49.2,1411.3,37.7,Flood,84.1,7.1,Certified,Organic,4,0,1,2148,1600,0
Maize,Kharif,Sandy,18.41,6.2,54,468.9,23,Flood,108,1.03,Certified,Conventional,11,0,0,2878,2992,1
Rice,Kharif,Loamy,13.07,7.4,75,665.7,27.5,Flood,98.4,3.2,Certified,Conventional,15,1,1,2380,2171,0
Rice,Rabi,Black,12.97,5.1,68,394.2,25.6,Sprinkler,30.2,8.28,Hybrid,Mixed,30,1,0,3436,4383,1
Rice,Zaid,Black,8.66,7.4,47.1,863,27.6,Drip,42.6,1.26,Hybrid,Mixed,24,0,1,2432,3198,1
Maize,Kharif,Loamy,15.3,6.1,63.1,798.8,21.6,Sprinkler,88.9,8.63,Hybrid,Conventional,2,1,1,2565,2773,1
Sugarcane,Kharif,Silty,11.09,5.2,55.2,1371,30.1,Rainfed,19.3,1.37,Certified,Conventional,34,1,0,28661,36133,1
Sugarcane,Rabi,Silty,13.87,7.1,49.5,1409,37.2,Rainfed,99.3,8.43,Certified,Organic,23,1,1,34306,33970,0
Wheat,Kharif,Silty,9.14,5.8,31.5,698.6,28.6,Flood,89.1,3.93,Hybrid,Mixed,31,0,0,2776,3485,1
Maize,Rabi,Clay,14.9,6.4,47.8,839.3,29.8,Drip,90.3,6.32,Certified,Conventional,37,0,1,2506,4262,1
Rice,Rabi,Black,16.66,5.3,34.7,1365.1,38.4,Drip,21,1.95,Certified,Organic,13,0,0,3063,3289,1
Rice,Rabi,Sandy,3.78,5.5,74.9,1248.7,34.9,Sprinkler,89,1.13,Certified,Conventional,33,1,0,2449,3393,1
Sugarcane,Kharif,Loamy,16.83,6,40.1,204.8,29.8,Flood,84.8,2.55,Local,Mixed,7,0,1,34076,33308,0
Rice,Kharif,Loamy,11.27,5.3,77.1,616.1,24.2,Drip,101.4,1.71,Hybrid,Mixed,32,0,1,3147,3763,1
Rice,Rabi,Clay,17.05,8.2,52,748.3,39.2,Rainfed,14.6,3.47,Certified,Organic,7,0,0,2487,1794,0
Rice,Rabi,Clay,9.19,5,57.9,498.6,31.8,Sprinkler,12.5,5.39,Certified,Mixed,38,1,0,2954,3543,1
Rice,Kharif,Silty,8.2,6.7,52.6,459.4,23.3,Rainfed,51,6.09,Local,Conventional,13,1,0,2084,1494,0
Rice,Rabi,Clay,18.39,5.4,27.8,249.1,24.5,Rainfed,26.4,8,Hybrid,Organic,24,0,1,2683,2234,0
Maize,Kharif,Loamy,5.77,6.1,42.5,1036.4,37.3,Rainfed,71.4,6.73,Hybrid,Mixed,28,1,0,2167,3484,1
Wheat,Rabi,Sandy,17.04,8.2,25.9,541.3,19.1,Flood,110.9,6.28,Hybrid,Mixed,32,1,1,2868,3799,1
Sugarcane,Kharif,Clay,10.2,5.6,57.4,268.1,41.8,Flood,53.1,4.41,Local,Conventional,18,1,1,30562,30543,0
Sugarcane,Zaid,Black,10.77,8.4,46.8,500.3,21.1,Flood,102.9,5,Local,Conventional,34,0,0,35606,20978,0
Wheat,Kharif,Loamy,6.86,5.7,66.7,1242.5,37.1,Flood,10,4.44,Hybrid,Mixed,34,0,1,2327,2820,1
Rice,Kharif,Loamy,11.89,7.6,33.2,1306.9,27.5,Flood,28.5,8.5,Hybrid,Mixed,38,1,1,2145,4677,1
Wheat,Kharif,Loamy,7.18,6.9,29.9,828,29.8,Rainfed,13.3,2.69,Certified,Mixed,1,0,1,2798,1266,0
Maize,Kharif,Loamy,1.75,8.1,44.4,740.9,39.1,Flood,46.1,0.55,Local,Conventional,31,0,0,2114,3272,1
Rice,Zaid,Clay,6.17,6.9,75.6,1471.2,27.9,Rainfed,109.9,6.69,Hybrid,Mixed,1,0,0,3297,3336,1
Maize,Zaid,Silty,1.12,6.9,62.6,460.7,30.9,Rainfed,20.7,2.42,Certified,Mixed,16,1,0,2061,2325,1
Wheat,Kharif,Black,19.59,5.7,45.1,480,19.2,Sprinkler,76.7,8.96,Local,Organic,39,1,0,2323,1567,0
Maize,Kharif,Loamy,19.35,5.6,51,579.4,18.1,Drip,59.7,8.66,Local,Mixed,15,1,0,3166,1457,0
Wheat,Rabi,Silty,8.51,8.2,25.1,424.6,23.9,Flood,113.2,1.23,Local,Conventional,33,1,0,1780,1595,0
Rice,Zaid,Silty,14.84,6.1,79.1,693.2,34.3,Flood,23.5,1.51,Local,Conventional,23,0,1,2617,1690,0
Cotton,Rabi,Black,7.57,6.3,60,1384.1,20.9,Rainfed,33.3,5.2,Local,Conventional,34,1,1,334,622,1
Sugarcane,Kharif,Loamy,13.75,7.7,37.1,1000,20.7,Flood,13.2,6.29,Certified,Organic,17,0,1,36838,47693,1
Rice,Kharif,Loamy,16.3,6.2,55.1,735.5,27.9,Flood,57.7,3.11,Local,Conventional,25,1,0,2689,3952,1
Sugarcane,Rabi,Loamy,18.99,8.3,26.6,1414.7,33.5,Flood,40.6,7.31,Local,Mixed,6,1,0,38927,28931,0
Wheat,Kharif,Silty,8.6,7.6,78,263,35.1,Drip,105.7,6.15,Certified,Conventional,31,1,1,2697,2884,1
Sugarcane,Rabi,Black,15.88,7.1,30.5,473.4,22.3,Flood,76.5,3.59,Certified,Conventional,5,1,1,38512,21097,0
Sugarcane,Kharif,Clay,6.05,8.1,58.9,935.7,19.9,Rainfed,77.5,0.74,Local,Mixed,30,1,0,39391,27965,0
Wheat,Rabi,Loamy,19.82,5.2,34.7,1000.2,40.6,Drip,68.5,7.63,Certified,Conventional,5,0,0,1565,2377,1
Rice,Kharif,Black,1.49,5.9,63.1,251.4,24.3,Flood,20.1,2.54,Local,Conventional,12,1,0,3495,3191,0
Rice,Rabi,Black,12.47,6.6,66.6,724,38.5,Flood,59,8.43,Certified,Conventional,7,0,1,2701,2366,0
Wheat,Rabi,Black,13.53,5.8,60.4,1043.9,38.7,Drip,119.9,4.49,Certified,Conventional,13,0,1,2828,3812,1
Maize,Rabi,Silty,14.07,7.6,56.9,1107.5,36.5,Drip,101.9,5.98,Hybrid,Conventional,4,1,1,2836,2735,0
Rice,Kharif,Loamy,3.29,8.2,73.5,1029.6,22.1,Rainfed,108.3,8.79,Certified,Mixed,3,0,1,3364,2105,0
Rice,Rabi,Sandy,18.83,6.5,24.7,616.7,37.7,Sprinkler,100.6,8.7,Hybrid,Conventional,12,0,1,2708,2385,0
Sugarcane,Rabi,Silty,4.44,6.2,39.9,321.6,36.5,Sprinkler,21.3,4.03,Hybrid,Mixed,1,1,0,35336,37815,1
Cotton,Rabi,Clay,12.83,8.4,34.9,755.2,32.3,Drip,35,2.48,Certified,Conventional,27,1,1,536,434,0
Wheat,Rabi,Sandy,5.23,6.6,79.3,367.4,26.1,Flood,10.3,7.86,Certified,Conventional,13,0,1,2388,3350,1
Rice,Rabi,Silty,6.84,6.7,43.4,1431.9,24.3,Flood,43.4,4.61,Hybrid,Conventional,17,1,1,2069,2472,1
Rice,Rabi,Clay,11.38,6.2,64,817.7,20.9,Flood,21.9,2.32,Certified,Mixed,8,1,0,3039,2697,0
Rice,Kharif,Silty,8.93,8.2,61.1,612.4,30.2,Drip,62,9.09,Local,Conventional,32,0,0,2273,2034,0
Cotton,Rabi,Sandy,4.04,7,32.7,1196.2,32,Rainfed,84.5,2.38,Hybrid,Organic,20,1,0,300,579,1
Rice,Rabi,Black,4.25,7.7,34.3,847.3,26.6,Sprinkler,106.2,0.75,Certified,Organic,17,1,1,2463,3355,1
Maize,Kharif,Clay,8.94,7.8,36.9,603,29.4,Sprinkler,92.4,0.69,Hybrid,Conventional,34,0,1,2723,2022,0
Rice,Kharif,Loamy,15.39,6.2,44.7,1255.6,26.7,Flood,113.2,6.41,Certified,Conventional,35,0,1,2992,3298,1
Maize,Kharif,Sandy,18.06,6.5,34.1,1327.3,33.4,Sprinkler,15.9,6.79,Certified,Conventional,35,1,1,2927,2276,0
Maize,Rabi,Loamy,2.6,8,21.2,1074.9,39.6,Rainfed,11.3,3.45,Certified,Organic,38,1,0,1888,2970,1
Sugarcane,Rabi,Silty,8.47,6.3,72.8,261.1,21.9,Rainfed,82.7,3.54,Local,Mixed,24,0,0,39482,22370,0
Rice,Rabi,Silty,2.9,7.8,77.9,936.2,27.2,Sprinkler,41.8,3.73,Local,Conventional,18,0,0,3475,2816,0
Rice,Rabi,Clay,1.32,8.3,40.5,1192.3,21.4,Rainfed,37.9,6.96,Local,Conventional,39,1,0,2106,2075,0
Rice,Kharif,Sandy,13.57,7.2,40.3,377.5,33,Rainfed,46.4,1.05,Certified,Conventional,33,1,0,3372,1883,0
Cotton,Kharif,Sandy,12.45,7.6,20.4,497.3,35.5,Rainfed,39.7,9.33,Certified,Conventional,23,1,1,526,256,0
Sugarcane,Kharif,Loamy,4.1,7.8,60.8,1347.2,40.4,Sprinkler,66.3,2.61,Hybrid,Mixed,25,0,0,26611,32620,1
Maize,Kharif,Black,5.44,8,69.5,226.2,24.7,Flood,58.4,10,Hybrid,Organic,37,0,1,2667,1765,0
Maize,Kharif,Black,1.45,6.4,28.8,1178.5,40.8,Sprinkler,66.4,2.13,Local,Conventional,27,0,0,2900,2755,0
Maize,Kharif,Silty,16.86,5.2,29.6,815.9,19.5,Rainfed,84,7.83,Certified,Mixed,1,0,1,2307,2213,0
Rice,Rabi,Silty,19.52,6.4,67.4,780.8,32.5,Drip,52.6,2.62,Certified,Conventional,21,0,1,2434,3183,1
Cotton,Rabi,Loamy,3.57,7.4,57,209.2,19.4,Flood,37.6,1.27,Hybrid,Conventional,10,1,0,454,256,0
Wheat,Zaid,Black,5.4,6.6,22.7,1265.2,39.5,Sprinkler,28.3,8.81,Local,Conventional,31,0,1,1912,3084,1
Wheat,Zaid,Silty,17.5,7.6,57.4,667.8,30.7,Sprinkler,48.4,8.66,Local,Mixed,25,0,1,2688,2734,1
Wheat,Rabi,Silty,18.6,6.2,38.5,903,34.1,Flood,91.6,4.33,Hybrid,Mixed,20,1,1,1983,1546,0
Rice,Kharif,Black,8.97,7.2,42.1,1080.5,38,Rainfed,93.2,7.17,Local,Mixed,2,1,1,3410,1592,0
Rice,Rabi,Loamy,1.96,5.7,66.2,1113.4,21.6,Flood,83.4,5.79,Hybrid,Conventional,15,0,0,2395,3442,1
Maize,Rabi,Black,1.75,7.6,68.7,1442.8,18.9,Rainfed,35.7,8.6,Local,Mixed,28,1,0,2148,3064,1
Rice,Kharif,Clay,11.91,6.9,44,890.7,39.1,Sprinkler,74.7,3.49,Local,Organic,13,1,0,3461,3300,0
Maize,Kharif,Loamy,8.47,5.7,76.8,719.6,25.6,Flood,72.8,5.47,Local,Organic,14,0,1,2958,1537,0
Rice,Rabi,Loamy,1.54,6,44.4,1439.8,21.1,Flood,63.3,5.11,Certified,Mixed,2,0,0,3334,1788,0
Wheat,Kharif,Black,12.08,7.6,66.3,1034.7,29.2,Drip,70.5,3.86,Certified,Organic,34,1,1,2553,3646,1
Rice,Rabi,Black,1.21,6.7,49,587.6,32.4,Flood,64.1,8.97,Hybrid,Organic,35,0,1,3347,4213,1
Wheat,Rabi,Silty,15.96,5.8,73.9,364.4,18.7,Flood,72.2,2.08,Hybrid,Conventional,37,1,1,2902,3319,1
Maize,Kharif,Silty,6.82,8.4,74.5,1295.3,24.6,Flood,88.7,1.92,Local,Conventional,25,1,0,2707,2572,0
Rice,Kharif,Sandy,1.76,7.5,25.2,670.8,18.8,Flood,22.1,5.98,Certified,Mixed,15,1,1,3476,1627,0
Maize,Kharif,Black,12.18,8.3,76.2,1058.6,28.1,Flood,92.5,6.75,Certified,Conventional,12,0,1,2207,2664,1
Wheat,Kharif,Loamy,8.56,6.5,69.5,812.1,39.5,Drip,24.9,2.35,Local,Conventional,9,0,0,2592,2521,0
Maize,Kharif,Loamy,19.5,6.7,67.5,458.6,41.6,Drip,17.3,4.21,Certified,Conventional,31,0,1,2639,3140,1
Cotton,Rabi,Clay,11.34,8.1,32.1,982.2,33.3,Flood,117.4,9.49,Certified,Mixed,14,0,0,365,228,0
Maize,Kharif,Silty,6.23,6.8,68.3,278.9,21.9,Sprinkler,115.3,2.84,Hybrid,Mixed,29,1,0,2045,3175,1
Rice,Rabi,Silty,14.48,7.5,71,737.3,39.7,Drip,16.6,6.85,Hybrid,Conventional,38,1,1,2610,2176,0
Rice,Kharif,Loamy,6.16,5.9,37.3,910.6,30.4,Flood,58.8,7.53,Certified,Mixed,8,0,1,3194,2469,0
Rice,Zaid,Clay,18.18,6.6,77.1,766.9,21.7,Flood,30.5,4.76,Local,Mixed,3,1,1,3280,1828,0
Maize,Kharif,Black,8.12,5.4,23,1173.3,40.1,Sprinkler,63.4,9.41,Hybrid,Organic,2,0,0,2605,3343,1
Rice,Kharif,Clay,11.45,5.7,29,1276.3,36.2,Flood,101.3,7.5,Local,Organic,16,0,0,2034,3383,1
Wheat,Zaid,Silty,1.96,5,52.3,1202.6,35.6,Flood,114.6,4.85,Hybrid,Organic,19,0,1,1990,3210,1
Maize,Rabi,Black,9.1,5.1,54.5,250.5,35,Sprinkler,79.8,5.91,Certified,Mixed,30,1,1,2060,3411,1
Wheat,Kharif,Loamy,16.81,8.4,58.7,452.4,22.8,Rainfed,48.9,7.08,Certified,Organic,16,1,1,2947,1674,0
Sugarcane,Rabi,Loamy,16.31,5.8,21,897.6,23.1,Flood,76.4,6.13,Certified,Conventional,31,1,0,33105,47637,1
Rice,Rabi,Silty,5.26,7.3,77.6,1415.3,34.5,Flood,44.3,8.85,Hybrid,Organic,28,1,0,2658,3936,1
Rice,Rabi,Black,5.3,7.9,22.7,1285.4,23.3,Flood,110.1,3.89,Certified,Mixed,4,0,1,2051,4019,1
Maize,Kharif,Sandy,16.53,6.9,28.6,1295.3,28.5,Drip,105.7,3.35,Hybrid,Conventional,10,1,0,2769,1670,0
Wheat,Kharif,Black,18.68,5.5,20.8,594.2,36.8,Flood,71.4,2.53,Hybrid,Mixed,18,1,0,1565,1513,0
Maize,Rabi,Clay,2.81,7.5,54,758.3,36.8,Sprinkler,45.7,0.86,Certified,Mixed,32,1,0,2013,3620,1
Wheat,Rabi,Sandy,9.55,7.1,75.9,811.9,28.9,Rainfed,42.3,0.91,Certified,Organic,30,1,1,1826,2063,1
Rice,Kharif,Silty,7.41,7.6,60,404.6,37,Rainfed,13.7,8.77,Local,Conventional,36,1,1,3329,2233,0
Sugarcane,Rabi,Black,17.54,7.7,69.4,240.4,38.1,Flood,99.7,6.94,Local,Organic,9,1,1,25503,25001,0
Sugarcane,Rabi,Clay,2.59,8.4,20.8,1431,33.7,Sprinkler,59.5,6.78,Certified,Mixed,36,1,0,39808,28992,0
